"gene","assembly","group","window","repeat_class","n_te_class"
"AL3G41990","73_3a","Family","pm1kb","LTR/unknown",1
"AL3G42580","73_3a","Family","pm1kb","LTR/Ty3",1
"AL3G42870","73_3a","Family","pm1kb","SINE/tRNA",1
"AL3G42880","73_3a","Family","pm1kb","DNA/Helitron",8
"AL3G42880","73_3a","Family","pm1kb","LTR/Gypsy",2
"AL3G42880","73_3a","Family","pm1kb","SINE/tRNA",1
"AL3G42880","73_3a","Family","pm1kb","SINE/unknown",1
"AL3G42890","73_3a","Family","pm1kb","DNA/MULE-MuDR",9
"AL3G42890","73_3a","Family","pm1kb","LTR/Copia",1
"AL3G43130","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G43390","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G43390","73_3a","Family","pm1kb","LTR/Copia",1
"AL3G43510","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G43980","73_3a","Family","pm1kb","LTR/Copia",2
"AL3G44020","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G44020","73_3a","Family","pm1kb","LTR/Copia",1
"AL3G44030","73_3a","Family","pm1kb","LTR/Copia",1
"AL3G44060","73_3a","Family","pm1kb","LINE/L1",1
"AL3G44060","73_3a","Family","pm1kb","LINE/unknown",1
"AL3G45200","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G45200","73_3a","Family","pm1kb","LTR/unknown",1
"AL3G45380","73_3a","Family","pm1kb","LINE/L1",2
"AL3G45380","73_3a","Family","pm1kb","LINE/unknown",1
"AL3G46070","73_3a","Family","pm1kb","DNA/Helitron",6
"AL3G46070","73_3a","Family","pm1kb","LINE/L1",2
"AL3G46410","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G46410","73_3a","Family","pm1kb","LTR/Copia",1
"AL3G46650","73_3a","Family","pm1kb","LINE/unknown",1
"AL3G46650","73_3a","Family","pm1kb","LTR/unknown",1
"AL3G46810","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G46810","73_3a","Family","pm1kb","LTR/unknown",2
"AL3G46870","73_3a","Family","pm1kb","DNA/Helitron",8
"AL3G46970","73_3a","Family","pm1kb","LTR/Ty3",1
"AL3G49090","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G49830","73_3a","Family","pm1kb","LTR/Ty3",1
"AL3G51050","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G51580","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G51580","73_3a","Family","pm1kb","LINE/unknown",1
"AL3G51940","73_3a","Family","pm1kb","DNA/Helitron",14
"AL3G52430","73_3a","Family","pm1kb","LTR/Gypsy",2
"AL3G53150","73_3a","Family","pm1kb","LINE/L1",1
"AL3G53150","73_3a","Family","pm1kb","LTR/Gypsy",2
"AL3G53150","73_3a","Family","pm1kb","LTR/Ty3",1
"AL3G53160","73_3a","Family","pm1kb","DNA/Helitron",1
"AL3G53220","73_3a","Family","pm1kb","DNA/Helitron",2
"AL48U10010","73_3a","Family","pm1kb","DNA/Helitron",4
"AL48U10010","73_3a","Family","pm1kb","LTR/Copia",1
"AL4G11220","73_3a","Family","pm1kb","LTR/Copia",2
"AL4G12560","73_3a","Family","pm1kb","DNA/Helitron",2
"AL4G12560","73_3a","Family","pm1kb","LTR/Copia",1
"AL4G12610","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G12610","73_3a","Family","pm1kb","LINE/unknown",1
"AL4G12620","73_3a","Family","pm1kb","LTR/Gypsy",1
"AL4G12650","73_3a","Family","pm1kb","LTR/Copia",1
"AL4G12650","73_3a","Family","pm1kb","LTR/unknown",1
"AL4G12670","73_3a","Family","pm1kb","DNA/Helitron",2
"AL4G12670","73_3a","Family","pm1kb","LTR/Copia",2
"AL4G13020","73_3a","Family","pm1kb","LTR/Ty3",1
"AL4G13120","73_3a","Family","pm1kb","LTR/Gypsy",1
"AL4G14040","73_3a","Family","pm1kb","LINE/unknown",1
"AL4G14050","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G14280","73_3a","Family","pm1kb","LINE/L1",2
"AL4G14300","73_3a","Family","pm1kb","LINE/unknown",1
"AL4G14300","73_3a","Family","pm1kb","LTR/Copia",1
"AL4G14300","73_3a","Family","pm1kb","LTR/Ty3",1
"AL4G14530","73_3a","Family","pm1kb","LTR/Ty3",1
"AL4G14560","73_3a","Family","pm1kb","LTR/Copia",1
"AL4G14560","73_3a","Family","pm1kb","SINE/tRNA",1
"AL4G15500","73_3a","Family","pm1kb","LTR/Copia",1
"AL4G15660","73_3a","Family","pm1kb","LINE/L1",2
"AL4G15990","73_3a","Family","pm1kb","DNA/Helitron",2
"AL4G15990","73_3a","Family","pm1kb","LINE/L1",1
"AL4G15990","73_3a","Family","pm1kb","LTR/Ty3",1
"AL4G16860","73_3a","Family","pm1kb","DNA/Helitron",3
"AL4G16880","73_3a","Family","pm1kb","SINE/tRNA",1
"AL4G17640","73_3a","Family","pm1kb","LINE/unknown",1
"AL4G17660","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G17660","73_3a","Family","pm1kb","LTR/Gypsy",1
"AL4G17900","73_3a","Family","pm1kb","DNA/Helitron",2
"AL4G18390","73_3a","Family","pm1kb","DNA/Helitron",3
"AL4G18390","73_3a","Family","pm1kb","DNA/MULE-MuDR",1
"AL4G18480","73_3a","Family","pm1kb","LINE/L1",2
"AL4G18510","73_3a","Family","pm1kb","LINE/L1",2
"AL4G18540","73_3a","Family","pm1kb","LTR/Copia",1
"AL4G18740","73_3a","Family","pm1kb","DNA/Helitron",2
"AL4G18740","73_3a","Family","pm1kb","LTR/Gypsy",2
"AL4G18740","73_3a","Family","pm1kb","LTR/Ty3",1
"AL4G18740","73_3a","Family","pm1kb","LTR/unknown",1
"AL4G18870","73_3a","Family","pm1kb","DNA/Helitron",2
"AL4G19930","73_3a","Family","pm1kb","DNA/MULE-MuDR",3
"AL4G20070","73_3a","Family","pm1kb","DNA/Helitron",2
"AL4G21390","73_3a","Family","pm1kb","LTR/Gypsy",2
"AL4G21390","73_3a","Family","pm1kb","LTR/Ty3",2
"AL4G22300","73_3a","Family","pm1kb","LTR/Copia",4
"AL4G22300","73_3a","Family","pm1kb","LTR/unknown",1
"AL4G22640","73_3a","Family","pm1kb","LINE/unknown",1
"AL4G22640","73_3a","Family","pm1kb","LTR/Copia",2
"AL4G22680","73_3a","Family","pm1kb","LINE/unknown",1
"AL4G22680","73_3a","Family","pm1kb","LTR/Copia",2
"AL4G22690","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G22690","73_3a","Family","pm1kb","DNA/MULE-MuDR",1
"AL4G22760","73_3a","Family","pm1kb","LTR/Ty3",1
"AL4G22760","73_3a","Family","pm1kb","LTR/unknown",1
"AL4G24150","73_3a","Family","pm1kb","LTR/Ty3",8
"AL4G24690","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G25530","73_3a","Family","pm1kb","LINE/unknown",1
"AL4G26670","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G26690","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G27540","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G27870","73_3a","Family","pm1kb","LTR/Copia",1
"AL4G31270","73_3a","Family","pm1kb","LTR/Copia",2
"AL4G32200","73_3a","Family","pm1kb","LTR/unknown",1
"AL4G35160","73_3a","Family","pm1kb","LINE/L1",2
"AL4G35260","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G35290","73_3a","Family","pm1kb","DNA/Helitron",1
"AL4G35290","73_3a","Family","pm1kb","LINE/unknown",1
"AL4G35450","73_3a","Family","pm1kb","LTR/unknown",1
"AL4G40930","73_3a","Family","pm1kb","LTR/Copia",1
"AL4G43090","73_3a","Family","pm1kb","DNA/Helitron",1
"AL57U10030","73_3a","Family","pm1kb","LTR/unknown",1
"AL5G11470","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G11470","73_3a","Family","pm1kb","LTR/Ty3",5
"AL5G11470","73_3a","Family","pm1kb","LTR/unknown",2
"AL5G11890","73_3a","Family","pm1kb","LINE/L1",1
"AL5G12220","73_3a","Family","pm1kb","LTR/Ty3",9
"AL5G12460","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G12470","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G12480","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G12480","73_3a","Family","pm1kb","LTR/Copia",1
"AL5G12490","73_3a","Family","pm1kb","LTR/Copia",2
"AL5G13330","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G13330","73_3a","Family","pm1kb","LTR/Copia",1
"AL5G13340","73_3a","Family","pm1kb","LTR/Copia",2
"AL5G13350","73_3a","Family","pm1kb","LINE/unknown",1
"AL5G13900","73_3a","Family","pm1kb","LTR/Ty3",2
"AL5G14940","73_3a","Family","pm1kb","LINE/L1",1
"AL5G14940","73_3a","Family","pm1kb","SINE/tRNA",1
"AL5G14950","73_3a","Family","pm1kb","LINE/L1",1
"AL5G15010","73_3a","Family","pm1kb","LINE/L1",1
"AL5G15010","73_3a","Family","pm1kb","LTR/Copia",2
"AL5G15100","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G15100","73_3a","Family","pm1kb","DNA/MULE-MuDR",1
"AL5G16640","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G16800","73_3a","Family","pm1kb","LTR/Ty3",1
"AL5G16900","73_3a","Family","pm1kb","DNA/Helitron",4
"AL5G17120","73_3a","Family","pm1kb","LTR/unknown",1
"AL5G18290","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G18290","73_3a","Family","pm1kb","LTR/Gypsy",1
"AL5G18580","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G18790","73_3a","Family","pm1kb","LTR/Ty3",1
"AL5G18790","73_3a","Family","pm1kb","LTR/unknown",2
"AL5G19300","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G19550","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G19550","73_3a","Family","pm1kb","LINE/L1",1
"AL5G19650","73_3a","Family","pm1kb","LTR/Ty3",1
"AL5G19700","73_3a","Family","pm1kb","DNA/Helitron",3
"AL5G19700","73_3a","Family","pm1kb","SINE/unknown",1
"AL5G19750","73_3a","Family","pm1kb","LTR/Copia",3
"AL5G19780","73_3a","Family","pm1kb","LTR/Copia",1
"AL5G20510","73_3a","Family","pm1kb","LTR/Ty3",2
"AL5G20730","73_3a","Family","pm1kb","LINE/L1",1
"AL5G20790","73_3a","Family","pm1kb","SINE/tRNA",1
"AL5G20810","73_3a","Family","pm1kb","DNA/Helitron",2
"AL5G20810","73_3a","Family","pm1kb","LTR/unknown",4
"AL5G20810","73_3a","Family","pm1kb","SINE/tRNA",1
"AL5G20820","73_3a","Family","pm1kb","LTR/unknown",7
"AL5G21750","73_3a","Family","pm1kb","LTR/Copia",1
"AL5G22030","73_3a","Family","pm1kb","LINE/L1",1
"AL5G22370","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G22900","73_3a","Family","pm1kb","LINE/unknown",1
"AL5G22900","73_3a","Family","pm1kb","LTR/unknown",1
"AL5G23180","73_3a","Family","pm1kb","LTR/Ty3",11
"AL5G23210","73_3a","Family","pm1kb","LTR/Ty3",1
"AL5G23230","73_3a","Family","pm1kb","LTR/Ty3",4
"AL5G23250","73_3a","Family","pm1kb","LINE/L1",1
"AL5G23680","73_3a","Family","pm1kb","DNA/Helitron",3
"AL5G23780","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G24542","73_3a","Family","pm1kb","DNA/MULE-MuDR",1
"AL5G24542","73_3a","Family","pm1kb","SINE/tRNA",1
"AL5G25100","73_3a","Family","pm1kb","DNA/Helitron",2
"AL5G25100","73_3a","Family","pm1kb","LINE/unknown",1
"AL5G25660","73_3a","Family","pm1kb","LTR/Copia",2
"AL5G25670","73_3a","Family","pm1kb","LTR/Copia",2
"AL5G26330","73_3a","Family","pm1kb","LTR/Copia",1
"AL5G26340","73_3a","Family","pm1kb","LTR/Copia",1
"AL5G26860","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G27080","73_3a","Family","pm1kb","LTR/Ty3",2
"AL5G28190","73_3a","Family","pm1kb","DNA/Helitron",3
"AL5G28350","73_3a","Family","pm1kb","DNA/Helitron",3
"AL5G28620","73_3a","Family","pm1kb","DNA/Helitron",6
"AL5G28620","73_3a","Family","pm1kb","LINE/unknown",1
"AL5G28620","73_3a","Family","pm1kb","LTR/Gypsy",2
"AL5G28620","73_3a","Family","pm1kb","SINE/tRNA",1
"AL5G29310","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G29340","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G30100","73_3a","Family","pm1kb","LTR/Ty3",1
"AL5G33270","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G33270","73_3a","Family","pm1kb","LTR/unknown",1
"AL5G35340","73_3a","Family","pm1kb","LINE/L1",1
"AL5G35460","73_3a","Family","pm1kb","LTR/Copia",1
"AL5G39940","73_3a","Family","pm1kb","LTR/Copia",2
"AL5G39940","73_3a","Family","pm1kb","LTR/unknown",1
"AL5G39960","73_3a","Family","pm1kb","DNA/Helitron",2
"AL5G39970","73_3a","Family","pm1kb","DNA/Helitron",2
"AL5G40070","73_3a","Family","pm1kb","SINE/tRNA",1
"AL5G40100","73_3a","Family","pm1kb","LTR/Ty3",1
"AL5G40110","73_3a","Family","pm1kb","LTR/Ty3",1
"AL5G40140","73_3a","Family","pm1kb","DNA/Helitron",1
"AL5G40140","73_3a","Family","pm1kb","LTR/unknown",3
"AL5G40960","73_3a","Family","pm1kb","SINE/tRNA",1
"AL5G43410","73_3a","Family","pm1kb","LINE/L1",1
"AL5G43650","73_3a","Family","pm1kb","DNA/Helitron",2
"AL5G43690","73_3a","Family","pm1kb","LINE/L1",1
"AL5G43830","73_3a","Family","pm1kb","DNA/Helitron",2
"AL5G44790","73_3a","Family","pm1kb","DNA/Helitron",3
"AL614U10020","73_3a","Family","pm1kb","DNA/Helitron",1
"AL628U10010","73_3a","Family","pm1kb","LTR/Copia",1
"AL686U10010","73_3a","Family","pm1kb","LTR/Copia",1
"AL6G12880","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G12910","73_3a","Family","pm1kb","DNA/Helitron",3
"AL6G14840","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G15310","73_3a","Family","pm1kb","DNA/Helitron",3
"AL6G16730","73_3a","Family","pm1kb","LTR/Copia",2
"AL6G25390","73_3a","Family","pm1kb","LINE/L1",1
"AL6G27650","73_3a","Family","pm1kb","LINE/L1",1
"AL6G28180","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G28180","73_3a","Family","pm1kb","SINE/tRNA",1
"AL6G30070","73_3a","Family","pm1kb","SINE/tRNA",1
"AL6G31950","73_3a","Family","pm1kb","LINE/L1",1
"AL6G32670","73_3a","Family","pm1kb","DNA/MULE-MuDR",2
"AL6G35130","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G35250","73_3a","Family","pm1kb","LTR/Copia",1
"AL6G36280","73_3a","Family","pm1kb","DNA/Helitron",6
"AL6G36280","73_3a","Family","pm1kb","LINE/unknown",1
"AL6G37010","73_3a","Family","pm1kb","LINE/L1",2
"AL6G37010","73_3a","Family","pm1kb","LTR/unknown",2
"AL6G37030","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G37130","73_3a","Family","pm1kb","DNA/Helitron",3
"AL6G37670","73_3a","Family","pm1kb","DNA/MULE-MuDR",2
"AL6G37960","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G37960","73_3a","Family","pm1kb","LINE/L1",1
"AL6G37970","73_3a","Family","pm1kb","LINE/L1",1
"AL6G37980","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G38970","73_3a","Family","pm1kb","DNA/Helitron",2
"AL6G39480","73_3a","Family","pm1kb","LTR/Ty3",1
"AL6G40090","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G40220","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G40220","73_3a","Family","pm1kb","DNA/MULE-MuDR",1
"AL6G40220","73_3a","Family","pm1kb","LTR/Copia",1
"AL6G40320","73_3a","Family","pm1kb","LINE/L1",4
"AL6G40320","73_3a","Family","pm1kb","LINE/unknown",3
"AL6G40320","73_3a","Family","pm1kb","LTR/Ty3",1
"AL6G41380","73_3a","Family","pm1kb","DNA/Helitron",2
"AL6G41380","73_3a","Family","pm1kb","DNA/MULE-MuDR",3
"AL6G41380","73_3a","Family","pm1kb","LTR/Ty3",1
"AL6G42120","73_3a","Family","pm1kb","LINE/unknown",1
"AL6G42660","73_3a","Family","pm1kb","LTR/Gypsy",1
"AL6G42710","73_3a","Family","pm1kb","LTR/Ty3",14
"AL6G43140","73_3a","Family","pm1kb","DNA/Helitron",3
"AL6G43420","73_3a","Family","pm1kb","LINE/L1",1
"AL6G43560","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G43560","73_3a","Family","pm1kb","LINE/unknown",1
"AL6G43880","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G44060","73_3a","Family","pm1kb","DNA/Helitron",3
"AL6G44060","73_3a","Family","pm1kb","LTR/Ty3",1
"AL6G44610","73_3a","Family","pm1kb","SINE/tRNA",1
"AL6G45160","73_3a","Family","pm1kb","LINE/L1",1
"AL6G46470","73_3a","Family","pm1kb","DNA/Helitron",1
"AL6G46470","73_3a","Family","pm1kb","LINE/L1",1
"AL6G47390","73_3a","Family","pm1kb","LTR/Ty3",13
"AL6G49084","73_3a","Family","pm1kb","LINE/L1",1
"AL6G49150","73_3a","Family","pm1kb","LTR/Copia",1
"AL6G49150","73_3a","Family","pm1kb","SINE/tRNA",1
"AL6G49420","73_3a","Family","pm1kb","SINE/tRNA",1
"AL6G50950","73_3a","Family","pm1kb","LTR/Gypsy",1
"AL6G53270","73_3a","Family","pm1kb","LTR/Copia",1
"AL777U10010","73_3a","Family","pm1kb","DNA/Helitron",1
"AL77U10040","73_3a","Family","pm1kb","LTR/Ty3",14
"AL7G14190","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G21960","73_3a","Family","pm1kb","LTR/unknown",1
"AL7G23550","73_3a","Family","pm1kb","SINE/tRNA",1
"AL7G27750","73_3a","Family","pm1kb","DNA/Helitron",2
"AL7G30150","73_3a","Family","pm1kb","LINE/L1",1
"AL7G30150","73_3a","Family","pm1kb","LINE/unknown",2
"AL7G30220","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G30220","73_3a","Family","pm1kb","SINE/tRNA",1
"AL7G30330","73_3a","Family","pm1kb","LTR/Gypsy",1
"AL7G30780","73_3a","Family","pm1kb","SINE/tRNA",1
"AL7G31480","73_3a","Family","pm1kb","LINE/unknown",1
"AL7G31500","73_3a","Family","pm1kb","SINE/tRNA",1
"AL7G34270","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G34280","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G34280","73_3a","Family","pm1kb","LTR/Ty3",1
"AL7G37050","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G37050","73_3a","Family","pm1kb","LTR/unknown",1
"AL7G37270","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G37990","73_3a","Family","pm1kb","DNA/Helitron",3
"AL7G40290","73_3a","Family","pm1kb","LTR/unknown",1
"AL7G41810","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G41820","73_3a","Family","pm1kb","DNA/Helitron",6
"AL7G42590","73_3a","Family","pm1kb","LTR/Copia",2
"AL7G42710","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G43230","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G43230","73_3a","Family","pm1kb","LTR/Ty3",2
"AL7G43910","73_3a","Family","pm1kb","LTR/Ty3",2
"AL7G43910","73_3a","Family","pm1kb","LTR/unknown",3
"AL7G44880","73_3a","Family","pm1kb","LINE/L1",1
"AL7G45050","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G45050","73_3a","Family","pm1kb","LINE/L1",1
"AL7G45230","73_3a","Family","pm1kb","LTR/Copia",3
"AL7G45480","73_3a","Family","pm1kb","LINE/L1",1
"AL7G45480","73_3a","Family","pm1kb","LINE/unknown",2
"AL7G45500","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G46040","73_3a","Family","pm1kb","LTR/Ty3",1
"AL7G46120","73_3a","Family","pm1kb","LTR/Ty3",1
"AL7G46370","73_3a","Family","pm1kb","LINE/L1",1
"AL7G46370","73_3a","Family","pm1kb","LINE/unknown",2
"AL7G46770","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G46860","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G46860","73_3a","Family","pm1kb","LTR/unknown",2
"AL7G46870","73_3a","Family","pm1kb","LTR/Copia",2
"AL7G46870","73_3a","Family","pm1kb","LTR/Gypsy",1
"AL7G46880","73_3a","Family","pm1kb","DNA/Helitron",3
"AL7G47240","73_3a","Family","pm1kb","LTR/Ty3",1
"AL7G47550","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G47570","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G47590","73_3a","Family","pm1kb","LTR/Copia",3
"AL7G47600","73_3a","Family","pm1kb","DNA/Helitron",2
"AL7G47870","73_3a","Family","pm1kb","LTR/Copia",2
"AL7G48730","73_3a","Family","pm1kb","LTR/Ty3",1
"AL7G48980","73_3a","Family","pm1kb","LTR/Copia",2
"AL7G48990","73_3a","Family","pm1kb","LTR/Ty3",2
"AL7G48990","73_3a","Family","pm1kb","LTR/unknown",1
"AL7G49110","73_3a","Family","pm1kb","DNA/Helitron",2
"AL7G49150","73_3a","Family","pm1kb","DNA/Helitron",2
"AL7G49150","73_3a","Family","pm1kb","LTR/Copia",2
"AL7G49240","73_3a","Family","pm1kb","LINE/L1",1
"AL7G49240","73_3a","Family","pm1kb","SINE/tRNA",1
"AL7G49470","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G49680","73_3a","Family","pm1kb","DNA/Helitron",3
"AL7G49950","73_3a","Family","pm1kb","DNA/Helitron",2
"AL7G50290","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G50960","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G51070","73_3a","Family","pm1kb","DNA/Helitron",3
"AL7G51140","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G51140","73_3a","Family","pm1kb","SINE/tRNA",1
"AL7G51940","73_3a","Family","pm1kb","DNA/MULE-MuDR",6
"AL7G51940","73_3a","Family","pm1kb","SINE/tRNA",1
"AL7G52000","73_3a","Family","pm1kb","DNA/Helitron",3
"AL7G52000","73_3a","Family","pm1kb","LINE/L1",1
"AL7G52000","73_3a","Family","pm1kb","SINE/tRNA",1
"AL7G52020","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G52190","73_3a","Family","pm1kb","DNA/Helitron",4
"AL7G52200","73_3a","Family","pm1kb","LTR/Ty3",1
"AL7G52210","73_3a","Family","pm1kb","LINE/unknown",2
"AL7G52260","73_3a","Family","pm1kb","DNA/Helitron",3
"AL7G52260","73_3a","Family","pm1kb","DNA/MULE-MuDR",1
"AL7G52260","73_3a","Family","pm1kb","LINE/L1",1
"AL7G52280","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G52290","73_3a","Family","pm1kb","DNA/Helitron",3
"AL7G52290","73_3a","Family","pm1kb","DNA/MULE-MuDR",2
"AL7G52290","73_3a","Family","pm1kb","LINE/L1",1
"AL7G52310","73_3a","Family","pm1kb","LINE/L1",1
"AL7G52360","73_3a","Family","pm1kb","LINE/L1",6
"AL7G52380","73_3a","Family","pm1kb","DNA/Helitron",2
"AL7G52380","73_3a","Family","pm1kb","LINE/L1",3
"AL7G52400","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G52400","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G52410","73_3a","Family","pm1kb","DNA/Helitron",2
"AL7G52410","73_3a","Family","pm1kb","LINE/L1",4
"AL7G52410","73_3a","Family","pm1kb","LTR/Ty3",1
"AL7G52430","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G52430","73_3a","Family","pm1kb","LINE/L1",1
"AL7G52570","73_3a","Family","pm1kb","LTR/Copia",1
"AL7G52570","73_3a","Family","pm1kb","LTR/Ty3",2
"AL7G52570","73_3a","Family","pm1kb","LTR/unknown",1
"AL7G52904","73_3a","Family","pm1kb","LINE/unknown",1
"AL7G52904","73_3a","Family","pm1kb","SINE/tRNA",1
"AL7G52952","73_3a","Family","pm1kb","DNA/Helitron",1
"AL7G52980","73_3a","Family","pm1kb","LINE/L1",1
"AL7G53110","73_3a","Family","pm1kb","LTR/Copia",1
"AL84U10010","73_3a","Family","pm1kb","DNA/Helitron",1
"AL8G10130","73_3a","Family","pm1kb","LTR/Ty3",2
"AL8G11220","73_3a","Family","pm1kb","DNA/Helitron",1
"AL8G11480","73_3a","Family","pm1kb","LINE/unknown",1
"AL8G11910","73_3a","Family","pm1kb","LTR/Copia",1
"AL8G11930","73_3a","Family","pm1kb","LTR/Copia",1
"AL8G13660","73_3a","Family","pm1kb","LTR/Ty3",3
"AL8G14230","73_3a","Family","pm1kb","LTR/Copia",2
"AL8G14370","73_3a","Family","pm1kb","LTR/Copia",2
"AL8G14650","73_3a","Family","pm1kb","DNA/Helitron",1
"AL8G14650","73_3a","Family","pm1kb","LINE/L1",1
"AL8G14670","73_3a","Family","pm1kb","DNA/Helitron",9
"AL8G15000","73_3a","Family","pm1kb","DNA/Helitron",4
"AL8G15000","73_3a","Family","pm1kb","LTR/Copia",2
"AL8G15000","73_3a","Family","pm1kb","LTR/unknown",1
"AL8G16450","73_3a","Family","pm1kb","LINE/L1",2
"AL8G16450","73_3a","Family","pm1kb","LINE/unknown",1
"AL8G17140","73_3a","Family","pm1kb","DNA/Helitron",1
"AL8G17890","73_3a","Family","pm1kb","DNA/Helitron",1
"AL8G18170","73_3a","Family","pm1kb","DNA/Helitron",1
"AL8G18820","73_3a","Family","pm1kb","DNA/Helitron",1
"AL8G19420","73_3a","Family","pm1kb","LTR/unknown",1
"AL8G19430","73_3a","Family","pm1kb","LTR/unknown",1
"AL8G20100","73_3a","Family","pm1kb","DNA/Helitron",2
"AL8G20100","73_3a","Family","pm1kb","DNA/MULE-MuDR",1
"AL8G20100","73_3a","Family","pm1kb","LINE/L1",1
"AL8G20100","73_3a","Family","pm1kb","LTR/Gypsy",1
"AL8G20150","73_3a","Family","pm1kb","LINE/unknown",1
"AL8G20430","73_3a","Family","pm1kb","LTR/Ty3",17
"AL8G20770","73_3a","Family","pm1kb","DNA/Helitron",2
"AL8G21090","73_3a","Family","pm1kb","LINE/L1",1
"AL8G21090","73_3a","Family","pm1kb","LTR/unknown",1
"AL8G21090","73_3a","Family","pm1kb","SINE/unknown",1
"AL8G21140","73_3a","Family","pm1kb","DNA/Helitron",1
"AL8G21440","73_3a","Family","pm1kb","SINE/tRNA",1
"AL8G21620","73_3a","Family","pm1kb","DNA/Helitron",2
