"gene","assembly","group","window","repeat_class","n_te_class"
"AL8G22510","NT9_v2","Family","pm25kb","LINE/unknown",4
"AL8G22510","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G22510","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G22520","NT9_v2","Family","pm25kb","DNA/Helitron",12
"AL8G22520","NT9_v2","Family","pm25kb","LINE/L1",8
"AL8G22520","NT9_v2","Family","pm25kb","LINE/unknown",4
"AL8G22520","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G22560","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G22560","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G22560","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G22560","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G22560","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G22710","NT9_v2","Family","pm25kb","DNA/Helitron",9
"AL8G22710","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G22740","NT9_v2","Family","pm25kb","DNA/Helitron",9
"AL8G22740","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G22740","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G22740","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G22950","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G22950","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G22950","NT9_v2","Family","pm25kb","LTR/Copia",10
"AL8G22950","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G22950","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G22950","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G22950","NT9_v2","Family","pm25kb","SINE/unknown",2
"AL8G23030","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G23030","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G23030","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G23030","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G23030","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G23030","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G23090","NT9_v2","Family","pm25kb","DNA/Helitron",59
"AL8G23090","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",11
"AL8G23090","NT9_v2","Family","pm25kb","LINE/L1",10
"AL8G23090","NT9_v2","Family","pm25kb","LINE/unknown",7
"AL8G23090","NT9_v2","Family","pm25kb","LTR/Copia",26
"AL8G23090","NT9_v2","Family","pm25kb","LTR/Gypsy",95
"AL8G23090","NT9_v2","Family","pm25kb","LTR/Ty3",146
"AL8G23090","NT9_v2","Family","pm25kb","LTR/unknown",10
"AL8G23090","NT9_v2","Family","pm25kb","SINE/tRNA",5
"AL8G23090","NT9_v2","Family","pm25kb","SINE/unknown",2
"AL8G23770","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G23770","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G23770","NT9_v2","Family","pm25kb","LTR/Copia",3
"AL8G23770","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G23980","NT9_v2","Single-copy","pm25kb","DNA/Helitron",5
"AL8G23980","NT9_v2","Single-copy","pm25kb","LTR/Copia",5
"AL8G23980","NT9_v2","Single-copy","pm25kb","LTR/Ty3",1
"AL8G24400","NT9_v2","Family","pm25kb","DNA/Helitron",9
"AL8G24400","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G24400","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G24810","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G24810","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G24810","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G24810","NT9_v2","Family","pm25kb","SINE/tRNA",3
"AL8G25210","NT9_v2","Family","pm25kb","DNA/Helitron",12
"AL8G25210","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G25210","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G25330","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G26340","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G26340","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",5
"AL8G26340","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G26340","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G26340","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G26930","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G26930","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G26930","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G26930","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G27430","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G27430","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G27430","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G27440","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G27440","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G27440","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G27500","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G27500","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G27500","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G27500","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G27500","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G28350","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",1
"AL8G28350","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G28350","NT9_v2","Family","pm25kb","LTR/Copia",3
"AL8G28350","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G28350","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G28380","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G28380","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G28380","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G28380","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G28380","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G28470","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",1
"AL8G28470","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G28470","NT9_v2","Family","pm25kb","LTR/Copia",3
"AL8G28470","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G28470","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G28490","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",1
"AL8G28490","NT9_v2","Family","pm25kb","LTR/Copia",7
"AL8G28490","NT9_v2","Family","pm25kb","LTR/Ty3",5
"AL8G28490","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G28500","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G28500","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G28500","NT9_v2","Family","pm25kb","LTR/Gypsy",4
"AL8G28500","NT9_v2","Family","pm25kb","LTR/Ty3",3
"AL8G28500","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G28500","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G28510","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G28510","NT9_v2","Family","pm25kb","LTR/Gypsy",5
"AL8G28510","NT9_v2","Family","pm25kb","LTR/Ty3",5
"AL8G28510","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G28520","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G28520","NT9_v2","Family","pm25kb","LTR/Gypsy",5
"AL8G28520","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL8G28520","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G28530","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G28530","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G28530","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G28530","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G28530","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G28540","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G28540","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G28540","NT9_v2","Family","pm25kb","LTR/Copia",3
"AL8G28540","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G28550","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G28550","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",6
"AL8G28550","NT9_v2","Family","pm25kb","LINE/L1",7
"AL8G28550","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G28550","NT9_v2","Family","pm25kb","LTR/Copia",6
"AL8G28550","NT9_v2","Family","pm25kb","LTR/Gypsy",6
"AL8G28550","NT9_v2","Family","pm25kb","LTR/Ty3",8
"AL8G28550","NT9_v2","Family","pm25kb","LTR/unknown",7
"AL8G28550","NT9_v2","Family","pm25kb","SINE/tRNA",3
"AL8G28560","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G28560","NT9_v2","Family","pm25kb","LTR/Gypsy",5
"AL8G28560","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL8G28580","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G28580","NT9_v2","Family","pm25kb","LTR/Gypsy",5
"AL8G28580","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL8G28590","NT9_v2","Family","pm25kb","LTR/Copia",5
"AL8G28590","NT9_v2","Family","pm25kb","LTR/Gypsy",5
"AL8G28590","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL8G28624","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G28624","NT9_v2","Family","pm25kb","LTR/Copia",5
"AL8G28624","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G28624","NT9_v2","Family","pm25kb","LTR/Ty3",5
"AL8G28780","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G28780","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",4
"AL8G28780","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G28780","NT9_v2","Family","pm25kb","LTR/Gypsy",4
"AL8G28780","NT9_v2","Family","pm25kb","LTR/Ty3",5
"AL8G28900","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G28900","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G28900","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G28900","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G29290","NT9_v2","Family","pm25kb","DNA/Helitron",7
"AL8G29290","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G29290","NT9_v2","Family","pm25kb","LINE/unknown",5
"AL8G29290","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G29290","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G29300","NT9_v2","Family","pm25kb","DNA/Helitron",7
"AL8G29300","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G29300","NT9_v2","Family","pm25kb","LINE/unknown",4
"AL8G29300","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G29300","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G29330","NT9_v2","Family","pm25kb","DNA/Helitron",7
"AL8G29330","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G29330","NT9_v2","Family","pm25kb","LINE/unknown",5
"AL8G29330","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G29330","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G29750","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G29750","NT9_v2","Family","pm25kb","LTR/Copia",9
"AL8G29750","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G29750","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G29760","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G29760","NT9_v2","Family","pm25kb","LTR/Copia",9
"AL8G29760","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G29760","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G29780","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL8G29780","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G29780","NT9_v2","Family","pm25kb","LTR/Copia",6
"AL8G29780","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G29780","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G29950","NT9_v2","Family","pm25kb","DNA/Helitron",7
"AL8G29950","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G29950","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G29950","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G29950","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G29950","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G30820","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G30820","NT9_v2","Family","pm25kb","LINE/L1",4
"AL8G30870","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G30870","NT9_v2","Family","pm25kb","LINE/L1",4
"AL8G30870","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G30870","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G30880","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G30880","NT9_v2","Family","pm25kb","LINE/L1",4
"AL8G30880","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G30880","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G30890","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G30890","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G30890","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G30890","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G30900","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G30900","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G30900","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G30900","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G30920","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G30920","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G32120","NT9_v2","Family","pm25kb","DNA/Helitron",11
"AL8G32120","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G32120","NT9_v2","Family","pm25kb","LTR/Ty3",7
"AL8G32200","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL8G32200","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G32500","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G32500","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G32500","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G32520","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G32520","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G32520","NT9_v2","Family","pm25kb","LTR/Gypsy",1
"AL8G32740","NT9_v2","Single-copy","pm25kb","DNA/Helitron",4
"AL8G32740","NT9_v2","Single-copy","pm25kb","LINE/L1",1
"AL8G32740","NT9_v2","Single-copy","pm25kb","LTR/Copia",1
"AL8G32740","NT9_v2","Single-copy","pm25kb","LTR/Gypsy",6
"AL8G32740","NT9_v2","Single-copy","pm25kb","LTR/Ty3",5
"AL8G32740","NT9_v2","Single-copy","pm25kb","SINE/tRNA",1
"AL8G32920","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G32920","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G32920","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G32920","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G32920","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G32920","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G33020","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G33020","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G33020","NT9_v2","Family","pm25kb","LINE/unknown",8
"AL8G33020","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G33020","NT9_v2","Family","pm25kb","LTR/Gypsy",3
"AL8G33020","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G33140","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G33140","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G33140","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL8G33230","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G33230","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G33230","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G33230","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G34460","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G34460","NT9_v2","Family","pm25kb","LTR/Ty3",10
"AL8G34510","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL8G34510","NT9_v2","Family","pm25kb","LINE/unknown",5
"AL8G34510","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G34580","NT9_v2","Family","pm25kb","DNA/Helitron",27
"AL8G34580","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",3
"AL8G34580","NT9_v2","Family","pm25kb","LINE/unknown",4
"AL8G34580","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G34580","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G34580","NT9_v2","Family","pm25kb","LTR/Ty3",22
"AL8G34670","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G34670","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",5
"AL8G34670","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G34670","NT9_v2","Family","pm25kb","LTR/Copia",6
"AL8G34670","NT9_v2","Family","pm25kb","LTR/Ty3",3
"AL8G34670","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G35110","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G35110","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G35110","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G35110","NT9_v2","Family","pm25kb","LTR/Copia",3
"AL8G35120","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL8G35120","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",5
"AL8G35120","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G35120","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G35120","NT9_v2","Family","pm25kb","LTR/Copia",8
"AL8G35120","NT9_v2","Family","pm25kb","LTR/Ty3",3
"AL8G35120","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G35120","NT9_v2","Family","pm25kb","SINE/unknown",2
"AL8G35130","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G35130","NT9_v2","Family","pm25kb","LINE/unknown",3
"AL8G35130","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G35130","NT9_v2","Family","pm25kb","SINE/unknown",2
"AL8G35140","NT9_v2","Family","pm25kb","DNA/Helitron",22
"AL8G35140","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G35140","NT9_v2","Family","pm25kb","LINE/unknown",7
"AL8G35140","NT9_v2","Family","pm25kb","LTR/Copia",12
"AL8G35140","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G35140","NT9_v2","Family","pm25kb","LTR/Ty3",21
"AL8G35140","NT9_v2","Family","pm25kb","LTR/unknown",3
"AL8G35140","NT9_v2","Family","pm25kb","SINE/tRNA",3
"AL8G35140","NT9_v2","Family","pm25kb","SINE/unknown",2
"AL8G35190","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G35190","NT9_v2","Family","pm25kb","LINE/unknown",3
"AL8G35190","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G35560","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G35560","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G35560","NT9_v2","Family","pm25kb","LTR/Copia",5
"AL8G35560","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G35570","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G35570","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G35570","NT9_v2","Family","pm25kb","LTR/Copia",7
"AL8G35570","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G35570","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G35580","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G35580","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G35580","NT9_v2","Family","pm25kb","LTR/Copia",7
"AL8G35580","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G35580","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G35600","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G35600","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G35600","NT9_v2","Family","pm25kb","LTR/Copia",9
"AL8G35600","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G35600","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G35620","NT9_v2","Family","pm25kb","DNA/Helitron",7
"AL8G35620","NT9_v2","Family","pm25kb","LTR/Copia",8
"AL8G35620","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G35620","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G36070","NT9_v2","Family","pm25kb","DNA/Helitron",9
"AL8G36070","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G36070","NT9_v2","Family","pm25kb","LTR/Gypsy",2
"AL8G36070","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL8G36070","NT9_v2","Family","pm25kb","SINE/tRNA",2
"AL8G36080","NT9_v2","Family","pm25kb","DNA/Helitron",18
"AL8G36080","NT9_v2","Family","pm25kb","LINE/L1",2
"AL8G36080","NT9_v2","Family","pm25kb","LTR/Gypsy",4
"AL8G36080","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL8G36080","NT9_v2","Family","pm25kb","SINE/tRNA",4
"AL8G36490","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G36490","NT9_v2","Family","pm25kb","LTR/Copia",8
"AL8G36490","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G36490","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G37440","NT9_v2","Family","pm25kb","DNA/Helitron",10
"AL8G37440","NT9_v2","Family","pm25kb","LINE/L1",4
"AL8G37440","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G37440","NT9_v2","Family","pm25kb","LTR/Copia",5
"AL8G37440","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL8G37440","NT9_v2","Family","pm25kb","LTR/unknown",1
"AL8G37440","NT9_v2","Family","pm25kb","SINE/tRNA",4
"AL8G38700","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G38700","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G38700","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G38710","NT9_v2","Family","pm25kb","DNA/Helitron",2
"AL8G38710","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G38710","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G39400","NT9_v2","Family","pm25kb","DNA/Helitron",1
"AL8G39400","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G39400","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G39540","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G39570","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G39570","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G39570","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G39570","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G39590","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G39590","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G39590","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G39590","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G39600","NT9_v2","Family","pm25kb","DNA/Helitron",3
"AL8G39600","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G39600","NT9_v2","Family","pm25kb","LINE/L1",6
"AL8G39600","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL8G39600","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G39600","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G39640","NT9_v2","Family","pm25kb","DNA/Helitron",4
"AL8G39640","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G39640","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G39640","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G39640","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G39760","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G39760","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G40480","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G40900","NT9_v2","Family","pm25kb","DNA/Helitron",10
"AL8G40900","NT9_v2","Family","pm25kb","LTR/Gypsy",3
"AL8G40900","NT9_v2","Family","pm25kb","LTR/Ty3",9
"AL8G40910","NT9_v2","Family","pm25kb","DNA/Helitron",5
"AL8G40910","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G40910","NT9_v2","Family","pm25kb","LTR/Ty3",8
"AL8G41200","NT9_v2","Family","pm25kb","LTR/Copia",8
"AL8G41200","NT9_v2","Family","pm25kb","LTR/Ty3",4
"AL8G41200","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G41200","NT9_v2","Family","pm25kb","SINE/unknown",1
"AL8G41770","NT9_v2","Family","pm25kb","LINE/L1",1
"AL8G41770","NT9_v2","Family","pm25kb","LTR/Copia",4
"AL8G41770","NT9_v2","Family","pm25kb","LTR/Gypsy",4
"AL8G41770","NT9_v2","Family","pm25kb","LTR/Ty3",6
"AL8G41820","NT9_v2","Family","pm25kb","LTR/Copia",2
"AL8G43560","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",2
"AL8G43560","NT9_v2","Family","pm25kb","LTR/Copia",1
"AL8G43560","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL8G44570","NT9_v2","Family","pm25kb","DNA/Helitron",8
"AL8G44570","NT9_v2","Family","pm25kb","LINE/unknown",1
"AL8G44570","NT9_v2","Family","pm25kb","LTR/Copia",8
"AL8G44570","NT9_v2","Family","pm25kb","LTR/Ty3",1
"AL8G44570","NT9_v2","Family","pm25kb","SINE/tRNA",3
"AL8G45390","NT9_v2","Family","pm25kb","DNA/Helitron",31
"AL8G45390","NT9_v2","Family","pm25kb","DNA/MULE-MuDR",17
"AL8G45390","NT9_v2","Family","pm25kb","LINE/L1",3
"AL8G45390","NT9_v2","Family","pm25kb","LINE/unknown",7
"AL8G45390","NT9_v2","Family","pm25kb","LTR/Copia",15
"AL8G45390","NT9_v2","Family","pm25kb","LTR/Gypsy",57
"AL8G45390","NT9_v2","Family","pm25kb","LTR/Ty3",51
"AL8G45390","NT9_v2","Family","pm25kb","LTR/unknown",5
"AL8G45390","NT9_v2","Family","pm25kb","SINE/tRNA",1
"AL90U10010","NT9_v2","Family","pm25kb","DNA/Helitron",6
"AL90U10010","NT9_v2","Family","pm25kb","LINE/L1",1
"AL90U10010","NT9_v2","Family","pm25kb","LINE/unknown",2
"AL90U10010","NT9_v2","Family","pm25kb","LTR/Copia",6
"AL90U10010","NT9_v2","Family","pm25kb","LTR/Gypsy",3
"AL90U10010","NT9_v2","Family","pm25kb","LTR/Ty3",2
"AL90U10010","NT9_v2","Family","pm25kb","LTR/unknown",3
